nama_pintu_air,lokasi,latitude,longitude,tinggi_normal,tinggi_siaga_3,tinggi_siaga_2,tanggal,tinggi_air,status_siaga
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/3/2020 5:30,390,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/3/2020 5:30,1410,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/3/2020 5:30,6860,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/3/2020 5:30,3550,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/3/2020 5:30,2110,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/3/2020 5:30,1910,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/3/2020 5:30,1770,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/3/2020 5:30,390,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/3/2020 5:30,1410,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/3/2020 5:30,6860,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/3/2020 5:30,3550,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/3/2020 5:30,2110,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/3/2020 5:30,1910,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/3/2020 5:30,1770,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/3/2020 5:30,390,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/3/2020 5:30,1410,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/3/2020 5:30,6860,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/3/2020 5:30,3550,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/3/2020 5:30,2110,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/3/2020 5:30,1910,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/3/2020 5:30,1770,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/3/2020 5:30,390,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/3/2020 5:30,1410,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/3/2020 5:30,6860,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/3/2020 5:30,3550,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/3/2020 5:30,2110,Normal
